,negative,positive
escuchar,2.5,0.0
escuela,0.0,2.5
ese,1.6609640474436815,8.003922779651097
esencia,0.0,2.5
esenti,0.0,2.5
esepeci,0.0,2.5
esic,0.0,2.5
esl,2.717562737549928,4.1145820804822515
esmay,2.5,0.0
eso,5.0,0.0
esoter,5.211440485380426,2.2363458328106818
esp,2.2363458328106818,5.211440485380426
espaci,0.0,2.5
espaic,0.0,2.5
espanol,0.0,2.5
espceial,0.0,2.5
espcial,2.095903274289385,5.678873587267573
espeaci,0.0,2.5
espec,0.0,5.0
especaiclli,0.0,2.5
especailli,5.0,0.0
especci,5.0,0.0
especi,2.296051944501287,5.038226757235949
especiali,1.4306765580733931,10.318851158516171
especiallyfor,0.0,5.0
especiallyth,0.0,2.5
espectacular,0.0,5.0
esperaba,2.5,0.0
esperansa,0.0,2.5
esperanza,0.0,12.5
esperen,0.0,2.5
espesci,0.0,2.5
espesi,2.5,0.0
espic,2.095903274289385,5.678873587267573
espicali,0.0,2.5
espinando,0.0,2.5
espir,0.0,2.5
espirito,0.0,2.5
espiritu,0.0,2.5
espn,3.321928094887363,3.321928094887363
espodeeza,2.5,0.0
espontaneo,0.0,2.5
espos,5.0,0.0
esposito,2.5,0.0
espous,14.937236057436325,1.1832946624549385
espresso,1.1832946624549385,14.937236057436325
esqu,5.094382474196232,2.2761793375349226
esquir,2.5,0.0
esquivel,0.0,2.5
ess,0.0,2.5
essay,2.9203673004336506,3.798794064681797
esseinti,0.0,2.5
essent,2.5,0.0
essentail,2.5,0.0
essenti,2.523981948305339,4.484041949034606
essentiali,2.5,0.0
essex,0.0,2.5
essi,0.0,2.5
esspcial,0.0,2.5
esspeci,2.5,0.0
essteni,0.0,2.5
est,2.2761793375349226,5.094382474196232
esta,1.7721967586109773,7.230516925979993
estabish,0.0,2.5
establish,4.193320600522628,2.6728170396319197
estan,0.0,5.0
estaria,0.0,2.5
estat,3.321928094887363,3.321928094887363
esteban,5.678873587267573,2.095903274289385
esteem,5.678873587267573,2.095903274289385
estellin,2.5,0.0
ester,0.0,2.5
estet,0.0,2.5
estevan,0.0,2.5
esther,1.0479516371446924,19.549378059091087
estim,3.5211682165513474,3.137168659354725
esto,2.5,0.0
estoplasm,0.0,2.5
estou,0.0,2.5
estrada,0.0,2.5
estrang,3.321928094887363,3.321928094887363
estrella,0.0,2.5
estrogen,10.318851158516171,1.4306765580733931
estudiar,0.0,2.5
et,2.095903274289385,5.678873587267573
etc,3.4697613412321733,3.1822196714775854
etcand,2.5,0.0
etch,1.9535700439406751,6.261707715779571
ete,0.0,2.5
etern,2.4097933153777453,4.742632390555292
eternali,0.0,2.5
eth,0.0,2.5
ethan,4.507575551943847,2.51294159473206
ethanol,2.5,0.0
ethel,5.0,0.0
ether,1.997593496840355,6.0675838318038835
etheriel,0.0,2.5
ethernet,3.321928094887363,3.321928094887363
ethi,2.5,0.0
ethic,2.170464653912342,5.419336715827554
ethinc,5.0,0.0
ethiopian,2.5,0.0
ethnic,4.271985235273362,2.6301168673979136
ethno,0.0,2.5
ethnocentr,2.5,0.0
ethnographi,5.0,0.0
etho,3.321928094887363,3.321928094887363
ethylcellulos,2.5,0.0
ethymolog,0.0,2.5
etidron,2.5,0.0
etq,2.5,0.0
etraordinari,0.0,2.5
etrex,0.0,5.0
etsi,0.0,2.5
etsu,0.0,2.5
etta,0.0,2.5
etud,0.0,5.0
etymot,6.8433137786230045,1.8380053935977752
eu,3.321928094887363,3.321928094887363
eubank,0.0,2.5
eucalyptus,0.0,2.5
euclid,0.0,5.0
eudora,2.5,0.0
eufora,2.5,0.0
eugen,8.003922779651097,1.6609640474436815
eulog,2.5,0.0
eunuch,0.0,2.5
euphonia,2.5,0.0
euphor,5.678873587267573,2.095903274289385
euphoria,0.0,5.0
eurabia,2.5,0.0
eurasia,0.0,2.5
eurdora,2.5,0.0
eureka,10.318851158516171,1.4306765580733931
euro,2.9203673004336506,3.798794064681797
eurocentr,3.321928094887363,3.321928094887363
euromix,0.0,2.5
europ,1.9420876621222456,6.314626568256669
europa,0.0,2.5
european,2.43365263131203,4.685693473063825
europeean,0.0,2.5
europen,2.5,0.0
europop,0.0,2.5
eurotrash,0.0,2.5
euryb,2.5,0.0
euthan,7.5,0.0
euthanasia,2.5,0.0
ev,3.321928094887363,3.321928094887363
eva,2.51294159473206,4.507575551943847
evacu,2.51294159473206,4.507575551943847
evad,2.5,0.0
evalu,1.797583146976218,7.075680991593563
evalul,0.0,2.5
evan,4.507575551943847,2.51294159473206
evanecs,2.5,0.0
evanes,2.5,0.0
evanesc,4.507575551943847,2.51294159473206
evangel,1.7420653825330148,7.423983573584705
evangelist,0.0,2.5
evanovich,10.318851158516171,1.4306765580733931
evansmodular,0.0,2.5
evantu,2.5,0.0
evapor,14.937236057436325,1.1832946624549385
evas,7.5,0.0
eve,2.095903274289385,5.678873587267573
eveh,2.5,0.0
evel,2.5,0.0
evelina,0.0,2.5
evelyn,0.0,2.5
evem,0.0,2.5
even,4.927356483412265,2.336841060364274
evenflo,10.0,0.0
evenflow,0.0,2.5
evengel,0.0,2.5
evenhand,0.0,5.0
evenind,2.5,0.0
evenn,2.5,0.0
evenremot,2.5,0.0
event,2.51294159473206,4.507575551943847
eventaulli,2.5,0.0
eventhough,0.0,2.5
eventu,4.122156422955078,2.713167210447743
eventuali,0.0,2.5
ever,3.121812435139371,3.5391427400400386
everclear,1.8380053935977752,6.8433137786230045
everday,0.0,2.5
evereadi,2.5,0.0
everest,10.318851158516171,1.4306765580733931
everett,1.4306765580733931,10.318851158516171
everfilm,0.0,2.5
everfin,2.5,0.0
evergo,3.321928094887363,3.321928094887363
everh,0.0,2.5
everlast,2.4097933153777453,4.742632390555292
everlov,0.0,2.5
evermad,2.5,0.0
everman,0.0,2.5
everpopular,0.0,2.5
everquest,2.5,0.0
everread,0.0,2.5
everrecord,0.0,2.5
everson,5.0,0.0
evert,2.5,0.0
everth,1.4306765580733931,10.318851158516171
evertim,0.0,2.5
evervill,0.0,2.5
everw,0.0,5.0
everwond,0.0,2.5
everwood,0.0,7.5
everybodi,2.437986966796919,4.675522918696934
everyday,1.7721967586109773,7.230516925979993
everyht,0.0,2.5
everylittleth,2.5,0.0
everyman,3.321928094887363,3.321928094887363
everynight,0.0,2.5
everyon,3.321928094887363,3.321928094887363
everyonefrom,0.0,2.5
everyoth,2.5,0.0
everyt,2.095903274289385,5.678873587267573
everythign,2.5,0.0
everythingbecaus,0.0,2.5
everythingels,0.0,2.5
everythintg,0.0,2.5
everytim,2.5950375316654903,4.339356391946547
everywher,3.9848395770816727,2.7960654921839505
everywoman,0.0,2.5
evetu,2.5,0.0
evey,0.0,7.5
eveyon,5.0,0.0
eveyth,5.0,0.0
evga,0.0,2.5
evian,5.0,0.0
evict,2.5,0.0
evid,5.289431441108701,2.2109333391015227
evidenc,12.62925313651334,1.285097208938469
evidenti,3.321928094887363,3.321928094887363
evil,2.900887735747751,3.826512937138714
evilg,0.0,2.5
evinc,2.5,0.0
evironment,2.5,0.0
evit,0.0,2.5
evita,0.0,5.0
evitar,2.5,0.0
evlolv,0.0,2.5
evoc,1.1556666496022783,15.706210959096436
evok,1.6044944060210176,8.467449830186867
evolut,0.0,2.5
evolutionari,2.9203673004336506,3.798794064681797
evolutionarili,2.5,0.0
evolv,2.301131053595368,5.024104216981869
evora,0.0,2.5
evrey,2.5,0.0
evri,2.095903274289385,5.678873587267573
evryth,0.0,5.0
evverytim,2.5,0.0
ew,10.0,0.0
ewan,2.6619559702796276,4.212993519393615
ewbank,0.0,2.5
ewe,0.0,5.0
ewen,0.0,7.5
ewf,0.0,2.5
ewq,0.0,2.5
ewwi,2.5,0.0
ewww,0.0,2.5
ewwwww,2.5,0.0
ex,5.094382474196232,2.2761793375349226
exacerb,5.678873587267573,2.095903274289385
exaclt,0.0,2.5
exact,2.7859646307870767,4.00096692439133
exactament,2.5,0.0
exacti,3.321928094887363,3.321928094887363
exactitud,2.5,0.0
exactl,0.0,2.5
exactlli,2.5,0.0
exactlti,0.0,2.5
exactlyan,0.0,2.5
exager,5.678873587267573,2.095903274289385
exagerat,0.0,2.5
exagerr,2.5,0.0
exagger,4.899079389427794,2.3475901497877913
exaggersta,2.5,0.0
exait,2.5,0.0
exal,2.5,0.0
exalt,5.678873587267573,2.095903274289385
exam,2.6301168673979136,4.271985235273362
examin,3.0619984242418337,3.611460111265842
examl,0.0,2.5
exampl,3.321928094887363,3.321928094887363
examplestend,2.5,0.0
exasper,5.678873587267573,2.095903274289385
exat,2.5,0.0
exaust,2.5,0.0
excact,3.321928094887363,3.321928094887363
excalib,2.5,0.0
excalibur,2.5,0.0
excalt,0.0,2.5
excat,1.4306765580733931,10.318851158516171
excav,0.0,2.5
exccit,2.5,0.0
exced,0.0,5.0
exceed,2.967864982876401,3.7332707599735913
exceeed,2.5,0.0
excel,1.205459746633879,14.369559946734887
excelent,0.0,20.0
excellect,0.0,2.5
excellentbatteri,0.0,2.5
excellet,0.0,2.5
excema,2.5,0.0
excentr,2.5,0.0
excepcion,0.0,2.5
except,1.8329163481845547,6.87165890799926
exceptveri,0.0,2.5
excercis,2.51294159473206,4.507575551943847
excerpt,0.0,2.5
excers,2.51294159473206,4.507575551943847
excert,2.5,0.0
excesivament,2.5,0.0
excess,4.924295148453142,2.3379978027713357
exchan,2.5,0.0
exchang,13.69470231949186,1.234056097408965
excid,5.0,0.0
excis,2.095903274289385,5.678873587267573
excit,3.8784990040619847,2.8652918748717227
excitig,0.0,2.5
exclaim,0.0,2.5
excllent,2.5,0.0
exclud,3.9173823267621817,2.8394367936337863
exclus,2.51294159473206,4.507575551943847
excpet,2.5,0.0
excrabl,2.5,0.0
excrement,5.0,0.0
excruci,17.243773525740824,1.1073093649624544
excruti,10.318851158516171,1.4306765580733931
exculs,0.0,5.0
excus,10.896762903258734,1.388581658628238
excut,2.5,0.0
exe,2.5,0.0
exec,7.5,0.0
execel,0.0,2.5
execr,7.5,0.0
execut,5.59548860296736,2.119002946832264
exeget,3.321928094887363,3.321928094887363
exel,0.0,45.0
exemplari,1.8380053935977752,6.8433137786230045
exemplifi,1.4306765580733931,10.318851158516171
exemptlifi,0.0,2.5
exept,5.678873587267573,2.095903274289385
exerc,0.0,2.5
exercis,3.054750901711627,3.6204807592266683
exercisesbas,2.5,0.0
exerpt,0.0,5.0
exert,1.6609640474436815,8.003922779651097
exetrem,2.5,0.0
exexpect,2.5,0.0
exfoli,3.321928094887363,3.321928094887363
exhal,8.003922779651097,1.6609640474436815
exhault,2.5,0.0
exhaust,3.0212099296053805,3.662986595046085
exhibit,7.540024413314111,1.7247814630066518
exhibt,0.0,2.5
exhilar,2.095903274289385,5.678873587267573
exhilarght,0.0,2.5
exhiler,1.6609640474436815,8.003922779651097
exhiliar,2.5,0.0
exhililr,2.5,0.0
exhilir,0.0,2.5
exhist,2.5,0.0
exhorbit,5.0,0.0
exhubl,0.0,2.5
exhum,3.321928094887363,3.321928094887363
exhust,0.0,2.5
exibit,0.0,2.5
exicit,3.321928094887363,3.321928094887363
exict,5.678873587267573,2.095903274289385
exil,2.51294159473206,4.507575551943847
exist,5.602740837505821,2.1169629673428587
existenti,0.9602525677891276,24.15885792809679
existentialist,0.0,7.5
exit,3.1956108263448426,3.4548505246502272
exito,3.321928094887363,3.321928094887363
exlaim,2.5,0.0
exlp,2.5,0.0
exner,2.5,0.0
exo,0.0,2.5
exod,0.0,2.5
exodus,0.0,2.5
exoner,3.321928094887363,3.321928094887363
exorbit,0.0,2.5
exorcis,3.321928094887363,3.321928094887363
exorcist,4.1145820804822515,2.717562737549928
exorsist,0.0,2.5
exot,1.8380053935977752,6.8433137786230045
expand,1.9825718469566784,6.1323076379113255
expans,1.530895350152348,9.162168319362612
expeci,1.1832946624549385,14.937236057436325
expecit,0.0,2.5
expect,4.723130424700638,2.4178886528135344
expedct,0.0,2.5
expedit,6.4556962358128835,1.9124892893931982
expel,5.678873587267573,2.095903274289385
expend,5.678873587267573,2.095903274289385
expens,4.996297367028183,2.3112294929004933
expensifi,2.5,0.0
expensiveand,2.5,0.0
expensivethan,2.5,0.0
exper,0.0,2.5
expereienc,2.5,0.0
experi,2.191223551725722,5.351798066745539
experianc,0.0,2.5
experiec,0.0,2.5
experienc,2.730375680133554,4.092696564704337
experiencd,2.5,0.0
experiencia,2.5,0.0
experienti,0.0,2.5
experimenatl,2.5,0.0
experiment,2.020814299663648,5.970466943390806
experimenti,0.0,2.5
experinc,2.095903274289385,5.678873587267573
expert,1.6954165949274738,7.7462516125420455
expesci,0.0,2.5
expet,2.5,0.0
expicit,0.0,2.5
expidetit,2.5,0.0
expir,18.396670446668015,1.0759410770890674
explain,3.2997345318682636,3.3443171362116018
explan,3.321928094887363,3.321928094887363
explanatori,3.321928094887363,3.321928094887363
explanotari,0.0,2.5
explecit,0.0,2.5
explendid,0.0,2.5
explet,3.321928094887363,3.321928094887363
explic,2.5,0.0
explicit,5.953324666550077,2.025000870445423
explict,5.0,0.0
explin,2.5,0.0
explod,4.977233071284041,2.318229028693822
explodimg,0.0,2.5
exploit,5.890978684575892,2.0404572398529077
explor,1.6294501010641143,8.255881693687952
exploratori,0.0,2.5
explos,2.3475901497877913,4.899079389427794
expo,0.0,17.5
expoind,2.5,0.0
exponenti,2.095903274289385,5.678873587267573
export,2.095903274289385,5.678873587267573
expos,3.8383475205708186,2.8926782475203154
exposit,3.321928094887363,3.321928094887363
expositori,0.0,5.0
exposur,2.5,0.0
expound,3.9173823267621817,2.8394367936337863
expous,2.5,0.0
expr,0.0,2.5
expresar,0.0,2.5
expresionless,2.5,0.0
express,2.435335507771502,4.681738362946032
expresscard,2.5,0.0
expressedin,0.0,2.5
expressionless,2.5,0.0
expressiveplay,0.0,2.5
expressli,5.678873587267573,2.095903274289385
expresso,3.321928094887363,3.321928094887363
exps,0.0,2.5
expurg,2.5,0.0
exquisit,1.3691531760701179,11.18563087405731
exra,0.0,2.5
exrem,0.0,2.5
exrta,2.5,0.0
exsept,0.0,2.5
exsist,5.678873587267573,2.095903274289385
exsit,2.5,0.0
exspecailli,2.5,0.0
exspeci,5.0,0.0
exspect,2.095903274289385,5.678873587267573
exspens,0.0,5.0
exsplod,0.0,2.5
exsplos,0.0,2.5
exsqisit,0.0,2.5
exsqusit,0.0,2.5
ext,7.5,0.0
extact,0.0,2.5
exteam,2.5,0.0
extem,2.51294159473206,4.507575551943847
extend,4.180202760874718,2.6801285956307934
extens,2.9482201356610993,3.760023506539918
extent,1.6609640474436815,8.003922779651097
exterem,7.5,0.0
exterior,3.321928094887363,3.321928094887363
extermin,3.321928094887363,3.321928094887363
extern,3.9173823267621817,2.8394367936337863
extinct,10.318851158516171,1.4306765580733931
extinguis,2.5,0.0
extinguish,0.0,2.5
extol,5.678873587267573,2.095903274289385
extordinari,0.0,2.5
extpect,0.0,2.5
extra,2.661295106598398,4.214197835336974
extract,2.4097933153777453,4.742632390555292
extradornari,0.0,2.5
extram,2.5,0.0
extran,5.678873587267573,2.095903274289385
extraodinari,0.0,5.0
extraordin,2.5,0.0
extraordinair,0.0,2.5
extraordinar,5.0,0.0
extraordinari,1.4306765580733931,10.318851158516171
extraordinaria,0.0,2.5
extraordinarili,1.9124892893931982,6.4556962358128835
extraordinarilli,0.0,2.5
extrapol,1.6609640474436815,8.003922779651097
extrasclassi,0.0,2.5
extrasensori,0.0,2.5
extrat,0.0,2.5
extraterrestri,0.0,2.5
extravag,1.1832946624549385,14.937236057436325
extravaganza,0.0,2.5
extravig,0.0,2.5
extream,4.507575551943847,2.51294159473206
extreeeeem,2.5,0.0
extreem,10.0,0.0
extreemley,2.5,0.0
extrem,4.441713613859696,2.5441933633597866
extremem,1.8380053935977752,6.8433137786230045
extremen,2.5,0.0
extremist,8.003922779651097,1.6609640474436815
extremley,3.321928094887363,3.321928094887363
extremm,0.0,2.5
extren,0.0,2.5
extrodinari,3.321928094887363,3.321928094887363
extrovert,2.5,0.0
extrud,2.5,0.0
exuber,0.0,12.5
exud,2.51294159473206,4.507575551943847
exult,0.0,5.0
eye,2.142906945354647,5.512068624180378
eyebrow,2.5,0.0
eyedea,0.0,7.5
eyelash,2.5,0.0
eyeopen,0.0,2.5
eyeshadow,2.5,0.0
eyesight,0.0,5.0
eyewit,3.321928094887363,3.321928094887363
eyr,1.4306765580733931,10.318851158516171
ez,0.0,2.5
ezcel,0.0,2.5
ezel,0.0,2.5
fa,3.321928094887363,3.321928094887363
fab,1.4947531601505835,9.547874667292193
faberwar,8.003922779651097,1.6609640474436815
fabeulo,2.5,0.0
fabian,10.0,0.0
fabio,3.321928094887363,3.321928094887363
fabl,2.6301168673979136,4.271985235273362
fabol,8.003922779651097,1.6609640474436815
faboul,0.0,2.5
faboulo,0.0,2.5
faboulus,0.0,2.5
fabric,5.128820502077845,2.264241838313436
fabricl,2.5,0.0
fabu,0.0,2.5
fabul,1.4745996659684528,9.777584210326802
fabulo,0.0,5.0
fac,0.0,2.5
facad,2.095903274289385,5.678873587267573
face,2.1281355057407683,5.563281163115846
facebook,5.0,0.0
facedown,2.5,0.0
faceless,5.678873587267573,2.095903274289385
facet,4.507575551943847,2.51294159473206
faceti,2.5,0.0
facial,1.8982210367373267,6.52620634295784
facil,2.5,0.0
facilit,6.8433137786230045,1.8380053935977752
facin,1.4947531601505835,9.547874667292193
facina,0.0,2.5
facist,2.5,0.0
facsimil,5.0,0.0
fact,2.6301168673979136,4.271985235273362
faction,2.5,0.0
factor,6.8433137786230045,1.8380053935977752
factori,6.4556962358128835,1.9124892893931982
factual,4.629218015945244,2.458006665467362
fad,3.321928094887363,3.321928094887363
fade,5.02931117268168,2.2992545303435596
faeri,2.5,0.0
fag,0.0,2.5
fagan,2.5,0.0
faggot,2.5,0.0
fahey,0.0,5.0
fahrenheit,1.6609640474436815,8.003922779651097
fai,2.5,0.0
fail,10.934173382666758,1.3860085306125736
failif,2.5,0.0
failingr,2.5,0.0
failur,24.15885792809679,0.9602525677891276
failureof,2.5,0.0
faint,8.003922779651097,1.6609640474436815
faintest,5.678873587267573,2.095903274289385
fair,3.7319902984282702,2.968814154620113
fairchild,3.321928094887363,3.321928094887363
fairer,2.5,0.0
fairest,3.321928094887363,3.321928094887363
fairfax,2.5,0.0
fairi,2.54582245555384,4.438343561969697
fairytal,4.507575551943847,2.51294159473206
fairytopi,2.5,0.0
faith,2.0547949176051454,5.8344371848735035
faithful,10.0,0.0
faizon,0.0,2.5
fake,19.76892269573856,1.0429550719653198
fakt,0.0,2.5
falacia,0.0,2.5
falco,2.5,0.0
falcon,0.0,2.5
fall,5.049032792937945,2.2921879226958732
fallaci,0.0,2.5
fallen,4.698937520521347,2.428041805181834
falliung,2.5,0.0
fallng,0.0,2.5
fallow,4.507575551943847,2.51294159473206
fallsleep,2.5,0.0
fals,15.63934922732514,1.1579683711011717
falsetto,5.678873587267573,2.095903274289385
falta,3.321928094887363,3.321928094887363
faltan,2.5,0.0
falter,4.899079389427794,2.3475901497877913
falutin,2.5,0.0
fame,2.7645093919489363,4.03576521428727
familar,8.003922779651097,1.6609640474436815
famili,0.0,2.5
familiar,2.507305414608051,4.519704192055599
familuar,0.0,2.5
familyish,2.5,0.0
familywatch,2.5,0.0
famious,0.0,2.5
famish,5.678873587267573,2.095903274289385
famiy,0.0,2.5
famk,2.5,0.0
famliy,2.5,0.0
famosa,2.5,0.0
famous,2.794876659360462,3.9867293454388193
fan,2.3921185389550894,4.785880542756657
fanast,2.095903274289385,5.678873587267573
fanat,4.197462649027642,2.6705199576167606
fanatast,0.0,2.5
fanboy,5.0,0.0
fanci,3.706829770264403,2.987633210382234
fancier,0.0,7.5
fancin,0.0,5.0
fang,2.5,0.0
fangl,0.0,2.5
fangoria,0.0,2.5
fangorn,0.0,5.0
fanni,2.095903274289385,5.678873587267573
fansh,0.0,2.5
fansi,0.0,2.5
fansub,0.0,2.5
fantabul,0.0,5.0
fantant,0.0,2.5
fantas,1.5702972679322118,8.776290847640777
fantasct,0.0,2.5
fantasi,3.1322941756965164,3.5268484076708555
fantasia,5.678873587267573,2.095903274289385
fantast,1.2602219662987828,13.127938324292591
fantastc,0.0,2.5
fantasticwork,0.0,2.5
fantastiqu,2.5,0.0
fantastqiu,2.5,0.0
fantin,2.5,0.0
fantom,0.0,2.5
fantstic,0.0,2.5
faovrit,0.0,2.5
faq,5.678873587267573,2.095903274289385
far,3.386083933942216,3.2593516132596756
faragh,0.0,2.5
farakahn,2.5,0.0
faraway,0.0,5.0
farberwar,9.547874667292193,1.4947531601505835
farc,1.6609640474436815,8.003922779651097
farcic,5.678873587267573,2.095903274289385
fare,4.0019613898255475,2.785345075685467
fareastern,2.5,0.0
farenheit,2.5,0.0
farewel,1.3506893502198491,11.474446170085354
farfetch,5.678873587267573,2.095903274289385
fargo,2.5,0.0
fari,0.0,2.5
farif,2.5,0.0
farm,2.3475901497877913,4.899079389427794
farmer,0.0,5.0
farmstead,0.0,2.5
farmyard,0.0,2.5
farner,5.0,0.0
farnham,0.0,2.5
farr,5.0,0.0
farrakahn,2.5,0.0
farrarri,0.0,2.5
farrel,1.4306765580733931,10.318851158516171
farrelli,1.4306765580733931,10.318851158516171
farsight,2.5,0.0
fart,12.62925313651334,1.285097208938469
farther,2.978033117136071,3.719611071037446
farthest,0.0,2.5
farti,0.0,2.5
fartsi,2.5,0.0
fartz,2.5,0.0
farwel,2.5,0.0
farwil,2.5,0.0
farytail,0.0,2.5
fasan,0.0,2.5
fascen,0.0,2.5
fascin,1.5340481388442593,9.130018700459543
fascisma,2.5,0.0
fascismth,2.5,0.0
fascist,8.003922779651097,1.6609640474436815
fascnat,2.5,0.0
fashion,2.269158561420994,5.114571231567464
fashon,2.5,0.0
fasin,1.4306765580733931,10.318851158516171
fasinc,0.0,2.5
fasist,0.0,2.5
fast,2.4609667546688363,4.622463641566365
fasten,6.261707715779571,1.9535700439406751
faster,2.8551196513720893,3.8936817251156572
fastest,1.5702972679322118,8.776290847640777
fastforward,5.678873587267573,2.095903274289385
fastidi,0.0,2.5
fastplay,2.5,0.0
fasttraksx,2.5,0.0
fat,3.698755920410016,2.9937407846606012
fatal,4.6931869992173105,2.43047339751239
fatalist,2.095903274289385,5.678873587267573
fatboy,0.0,2.5
fate,2.095903274289385,5.678873587267573
fateahh,2.5,0.0
father,2.717562737549928,4.1145820804822515
fathom,3.321928094887363,3.321928094887363
fatigu,0.0,10.0
fatit,0.0,2.5
fatten,5.0,0.0
fatter,3.321928094887363,3.321928094887363
fattest,3.321928094887363,3.321928094887363
fatti,5.0,0.0
fatuous,5.0,0.0
faucet,5.678873587267573,2.095903274289385
faucetson,0.0,2.5
faulkner,2.5,0.0
fault,5.938086056808406,2.028745201894865
faulti,36.829365732532615,0.8213660679079188
faultless,0.0,10.0
faust,8.003922779651097,1.6609640474436815
faustian,0.0,2.5
faux,14.168103987083983,1.2137266547917132
fav,1.4060654216667736,10.649116596699912
fave,0.7563041955164012,47.193632819064355
favela,0.0,2.5
faver,2.5,0.0
favoirit,2.5,0.0
favoirt,0.0,2.5
favor,6.0120931413889656,2.010759005174987
favorand,2.5,0.0
favoret,3.321928094887363,3.321928094887363
favori,3.321928094887363,3.321928094887363
favorit,1.3842332405139735,10.960132212936498
favort,0.0,2.5
favorti,5.0,0.0
favour,5.041144465898791,2.295006730925411
favourit,1.4947531601505835,9.547874667292193
favriot,0.0,2.5
fawcett,2.5,0.0
fawkin,0.0,2.5
fawn,3.321928094887363,3.321928094887363
fax,17.5,0.0
fay,5.678873587267573,2.095903274289385
faze,0.0,2.5
fb,0.0,2.5
fbi,2.437986966796919,4.675522918696934
fc,0.0,2.5
fcc,1.285097208938469,12.62925313651334
fd,2.5,0.0
fda,10.0,0.0
fdic,0.0,2.5
fdr,0.0,2.5
fdv,0.0,2.5
fe,1.6609640474436815,8.003922779651097
feal,5.0,0.0
fealt,5.678873587267573,2.095903274289385
fear,3.6535436821624496,3.0285756004818563
fearfor,2.5,0.0
fearless,2.095903274289385,5.678873587267573
fearsom,3.321928094887363,3.321928094887363
feasibl,4.1145820804822515,2.717562737549928
feast,3.9173823267621817,2.8394367936337863
feat,1.6609640474436815,8.003922779651097
feather,14.937236057436325,1.1832946624549385
featherweight,0.0,2.5
featur,2.3386432235202923,4.922588967590092
featurein,2.5,0.0
featurett,3.321928094887363,3.321928094887363
featurn,2.5,0.0
feb,12.62925313651334,1.285097208938469
februari,6.14525046121494,1.9796101017878516
februrari,2.5,0.0
febuari,0.0,5.0
feburari,2.5,0.0
fed,5.953324666550077,2.025000870445423
feder,3.662986595046085,3.0212099296053805
federalist,0.0,10.0
federico,2.5,0.0
fedex,2.5,0.0
fedora,2.5,0.0
fee,0.0,5.0
feebl,31.070680064188018,0.8725028695491561
feed,5.484253907264837,2.1510612984733104
feedback,5.678873587267573,2.095903274289385
feedburn,0.0,2.5
feeder,5.0,0.0
feeeeelllllll,0.0,2.5
feehan,7.5,0.0
feel,3.030224396671178,3.6514383558210817
feelfin,0.0,2.5
feelfor,0.0,2.5
feelgood,2.5,0.0
feeli,5.0,0.0
feelin,5.678873587267573,2.095903274289385
feellik,2.5,0.0
feelng,0.0,2.5
feelsquit,2.5,0.0
feenin,0.0,2.5
feh,2.5,0.0
fehr,0.0,2.5
feign,7.5,0.0
fein,7.5,0.0
feinstein,10.0,0.0
feist,2.5,0.0
feisti,3.321928094887363,3.321928094887363
feiten,0.0,2.5
feitlowitz,2.5,0.0
fela,0.0,2.5
feldman,2.5,0.0
feldoh,0.0,2.5
felicia,0.0,2.5
felicito,2.5,0.0
felin,2.5,0.0
felip,2.5,0.0
feliway,2.5,0.0
felix,5.678873587267573,2.095903274289385
fell,5.488227689810672,2.1498905523213723
fella,0.0,2.5
fellback,2.5,0.0
fellcomplet,0.0,2.5
fellin,0.0,2.5
fellini,7.5,0.0
fellow,3.150396013176948,3.5058721616899073
fellowship,0.0,2.5
felon,0.0,5.0
felt,4.810464533785339,2.3822383879284783
feltbad,0.0,2.5
fema,2.5,0.0
femal,3.343510529370744,3.3005273646555766
feminazi,2.5,0.0
feminem,2.5,0.0
feminin,3.5609161165707097,3.103476471903321
feminist,4.053960922386964,2.753471489747459
femm,2.717562737549928,4.1145820804822515
fen,0.0,2.5
fenc,2.717562737549928,4.1145820804822515
fend,1.6609640474436815,8.003922779651097
feng,1.6609640474436815,8.003922779651097
fenix,5.0,0.0
fennel,0.0,2.5
fenno,0.0,2.5
fennugreek,2.5,0.0
fenton,0.0,2.5
fenugreek,2.5,0.0
fenv,2.5,0.0
feq,2.5,0.0
fer,2.5,0.0
feral,2.095903274289385,5.678873587267573
ferdinand,2.5,0.0
fergus,2.5,0.0
ferlinghetti,0.0,5.0
fern,3.321928094887363,3.321928094887363
fernandez,2.5,0.0
ferngulli,5.0,0.0
feroci,2.095903274289385,5.678873587267573
feroicus,2.5,0.0
ferrara,3.321928094887363,3.321928094887363
ferrel,22.5,0.0
ferret,0.0,20.0
ferri,1.1073093649624544,17.243773525740824
ferrier,0.0,2.5
ferril,5.0,0.0
ferro,2.5,0.0
fertil,2.51294159473206,4.507575551943847
fertilaid,2.51294159473206,4.507575551943847
fervant,0.0,2.5
fervent,1.285097208938469,12.62925313651334
fescu,2.5,0.0
fessenden,0.0,2.5
fest,3.5609161165707097,3.103476471903321
fester,8.003922779651097,1.6609640474436815
festiv,0.9266284080291269,26.463034750828918
festivalwinn,0.0,2.5
festool,0.0,2.5
festoon,0.0,2.5
fetal,3.321928094887363,3.321928094887363
fetch,4.899079389427794,2.3475901497877913
fete,3.321928094887363,3.321928094887363
fethertail,0.0,2.5
fetish,2.51294159473206,4.507575551943847
fetur,0.0,7.5
fetus,2.5,0.0
feud,0.0,5.0
feuerstein,2.5,0.0
