,negative,positive
dark,2.6018571399921546,4.326057750208232
darken,2.5423022765615277,4.445633372907137
darkend,0.0,2.5
darker,1.530895350152348,9.162168319362612
darkest,1.8088351765837412,7.0093046768582425
darkheart,0.0,10.0
darkhors,0.0,2.5
darkish,2.095903274289385,5.678873587267573
darkl,10.0,0.0
darklight,2.5,0.0
darkman,22.5,0.0
darko,0.0,12.5
darkplac,0.0,5.0
darkw,2.8394367936337863,3.9173823267621817
darkwav,0.0,2.5
darkwolf,0.0,5.0
darl,3.236257210004933,3.410587015577041
darla,0.0,2.5
darlann,3.321928094887363,3.321928094887363
darlen,2.3475901497877913,4.899079389427794
darlian,0.0,2.5
darmon,0.0,2.5
darn,3.7263255510989928,2.9730231623744783
darndest,0.0,2.5
darnedest,2.5,0.0
darnel,5.0,0.0
darnit,2.5,0.0
darph,0.0,2.5
darr,0.0,10.0
darrel,2.5,0.0
darren,1.6044944060210176,8.467449830186867
darrin,3.321928094887363,3.321928094887363
darro,0.0,12.5
darrow,2.5,0.0
darryl,2.6301168673979136,4.271985235273362
darryn,2.5,0.0
darshan,3.321928094887363,3.321928094887363
darstardi,0.0,2.5
dart,2.095903274289385,5.678873587267573
dartboard,2.5,0.0
darth,2.2109333391015227,5.289431441108701
dartmouth,0.0,5.0
daruma,0.0,2.5
darvi,0.0,7.5
darwaza,0.0,2.5
darwel,0.0,2.5
darwin,3.093041244374097,3.5734616593335295
darwinian,3.321928094887363,3.321928094887363
darwininan,2.5,0.0
darwyn,5.678873587267573,2.095903274289385
darya,0.0,2.5
daryl,5.678873587267573,2.095903274289385
das,2.576123340966972,4.376763563241703
dasani,0.0,2.5
dash,2.2851255671900708,5.068923210178904
dashiel,0.0,5.0
dasilva,0.0,5.0
dassin,1.0479516371446924,19.549378059091087
dastard,3.212860067744406,3.4358856466259087
dat,1.4306765580733931,10.318851158516171
data,0.0,2.5
databas,2.5,0.0
datd,2.5,0.0
date,2.664061850302355,4.2091614914927415
dateabl,0.0,2.5
dated,2.5,0.0
dateless,5.0,0.0
daud,0.0,2.5
daughter,3.255311075181079,3.3903379334369226
daughterti,0.0,2.5
daulton,0.0,2.5
daunt,1.6609640474436815,8.003922779651097
daunton,0.0,2.5
dauphin,3.321928094887363,3.321928094887363
daur,0.0,2.5
dave,2.4937976283188816,4.549092515739779
daven,2.5,0.0
davenport,2.095903274289385,5.678873587267573
davetta,2.5,0.0
davey,0.0,17.5
davi,1.4777736715355747,9.740670059931523
david,2.3771415116371517,4.823263441637397
davidian,0.0,15.0
davidson,5.678873587267573,2.095903274289385
davina,0.0,2.5
davinci,0.0,10.0
davo,0.0,22.5
davoli,0.0,2.5
davro,0.0,2.5
daw,7.5,0.0
dawber,0.0,2.5
dawdl,5.678873587267573,2.095903274289385
dawg,2.5,0.0
dawid,0.0,2.5
dawkin,8.003922779651097,1.6609640474436815
dawm,2.5,0.0
dawn,3.2076587491603172,3.441575920909497
dawson,2.556193922867228,4.417031807795269
dax,4.1145820804822515,2.717562737549928
daya,0.0,2.5
daydream,4.507575551943847,2.51294159473206
dayglo,5.0,0.0
dayl,2.5,0.0
daylight,3.798794064681797,2.9203673004336506
daym,2.5,0.0
dayo,0.0,2.5
daytiem,0.0,2.5
daytim,4.742632390555292,2.4097933153777453
daze,3.1807227112001972,3.471438514848139
dazza,0.0,2.5
dazzl,1.4370773479199155,10.236271419438287
dazzler,0.0,2.5
db,7.5,0.0
dbd,0.0,2.5
dbdumonteil,2.5,0.0
dbf,0.0,5.0
dbz,5.0,0.0
dc,4.507575551943847,2.51294159473206
dch,0.0,2.5
dchen,3.321928094887363,3.321928094887363
dci,0.0,2.5
dcreasi,2.5,0.0
dd,3.321928094887363,3.321928094887363
ddlj,5.678873587267573,2.095903274289385
ddt,2.5,0.0
de,3.0893376487058255,3.5779414751942307
dea,12.5,0.0
deacon,0.0,2.5
deactiv,2.095903274289385,5.678873587267573
dead,4.082844167435644,2.736198955933702
deadbeat,5.678873587267573,2.095903274289385
deaden,10.318851158516171,1.4306765580733931
deadfal,2.5,0.0
deadhead,0.0,2.5
deadlier,5.678873587267573,2.095903274289385
deadliest,10.318851158516171,1.4306765580733931
deadlin,5.678873587267573,2.095903274289385
deadpan,3.0080755405191857,3.6799798337541683
deadpool,2.5,0.0
deadset,2.5,0.0
deadwood,0.0,5.0
deaf,4.648668359420781,2.4495396947138977
deafen,5.678873587267573,2.095903274289385
deaki,0.0,2.5
deal,2.1476018681641427,5.496014992906097
dealer,2.51294159473206,4.507575551943847
dealt,2.209071871405182,5.2952501901206865
dean,3.5249193586801644,3.133947337182332
deanesqu,0.0,2.5
deangelo,0.0,2.5
deanna,0.6643856189774725,72.52533852503197
dear,4.339356391946547,2.5950375316654903
dearabl,0.0,2.5
dearest,2.978033117136071,3.719611071037446
deari,7.5,0.0
dearz,2.5,0.0
deasi,0.0,2.5
death,4.778752771170251,2.39500556230144
deathb,3.321928094887363,3.321928094887363
deathi,0.0,2.5
deathless,5.0,0.0
deathlin,7.5,0.0
deathmatch,2.5,0.0
deathstalk,2.5,0.0
deathtrap,0.0,7.5
deathwatch,0.0,2.5
debacl,10.318851158516171,1.4306765580733931
debas,3.9173823267621817,2.8394367936337863
debat,4.050247869203147,2.755713974300837
debauch,1.6609640474436815,8.003922779651097
debaucher,2.5,0.0
debaucheri,2.5,0.0
debbi,3.9173823267621817,2.8394367936337863
debel,0.0,5.0
deben,1.285097208938469,12.62925313651334
deberah,0.0,2.5
debi,5.0,0.0
debili,2.5,0.0
debilit,3.321928094887363,3.321928094887363
debit,3.321928094887363,3.321928094887363
debon,2.5,0.0
debonair,3.321928094887363,3.321928094887363
deboo,0.0,2.5
deborah,1.8617841794768077,6.714157558698096
debouz,0.0,5.0
debra,1.8815421796317378,6.610797698940938
debrale,2.5,0.0
debri,2.51294159473206,4.507575551943847
debrief,8.003922779651097,1.6609640474436815
debt,0.0,2.5
debunk,5.345117011325181,2.19330974196567
debussi,0.0,2.5
debut,1.9045993534220873,6.494478777491623
debutant,2.51294159473206,4.507575551943847
dec,3.321928094887363,3.321928094887363
deca,0.0,2.5
decad,3.0815587699515854,3.5873976034096917
decaf,2.5,0.0
decaffein,2.5,0.0
decal,2.5,0.0
decameron,5.0,0.0
decamp,0.0,2.5
decapit,8.776290847640777,1.5702972679322118
decapitron,2.5,0.0
decaprio,0.0,2.5
decarlo,3.321928094887363,3.321928094887363
decaun,2.5,0.0
decay,2.3797262361700646,4.816762862638822
decca,0.0,5.0
deceas,2.4202528194797144,4.717470779060814
deced,2.5,0.0
deceit,2.8046767821586527,3.9712170478272815
deceiv,4.621374188321436,2.46144516924528
decemb,2.2109333391015227,5.289431441108701
decenc,2.5,0.0
decend,2.5,0.0
decent,6.814780850559121,1.8431744613540975
decentr,0.0,5.0
decept,2.378088276146154,4.820879934569079
decev,2.5,0.0
dechif,2.5,0.0
decid,3.9815901003416827,2.7981129721086466
deciev,5.0,0.0
decim,2.51294159473206,4.507575551943847
deciph,3.0080755405191857,3.6799798337541683
decipher,2.095903274289385,5.678873587267573
decis,2.51294159473206,4.507575551943847
deck,4.376763563241703,2.576123340966972
deckchair,2.5,0.0
declaim,6.8433137786230045,1.8380053935977752
declamatori,1.6609640474436815,8.003922779651097
declar,3.8044460751984803,2.9163664068312527
declassifi,2.095903274289385,5.678873587267573
declin,3.0619984242418337,3.611460111265842
decloak,2.5,0.0
deco,0.0,2.5
decod,3.321928094887363,3.321928094887363
decommiss,2.5,0.0
decompos,3.321928094887363,3.321928094887363
deconstruct,2.481269306168394,4.576761516283344
decontamin,0.0,7.5
decor,2.673883459967602,4.191401045294554
decorsia,0.0,2.5
decoteau,2.5,0.0
decoupl,0.0,2.5
decoy,8.003922779651097,1.6609640474436815
decre,2.51294159473206,4.507575551943847
decreas,2.19330974196567,5.345117011325181
decrement,2.5,0.0
decrepit,2.51294159473206,4.507575551943847
decrescendo,2.5,0.0
decri,4.899079389427794,2.3475901497877913
decsrib,2.5,0.0
ded,2.5,0.0
dedalus,0.0,2.5
dedic,2.821418950861276,3.9450595621936575
dedovshina,0.0,2.5
deduc,3.321928094887363,3.321928094887363
deduct,3.798794064681797,2.9203673004336506
dee,3.7332707599735913,2.967864982876401
deed,2.3475901497877913,4.899079389427794
deede,2.5,0.0
deedeede,2.5,0.0
deedi,0.0,2.5
deedlit,0.0,2.5
deeeeeep,0.0,2.5
deeem,2.5,0.0
deel,0.0,5.0
deem,2.8551196513720893,3.8936817251156572
deemphas,2.5,0.0
deen,3.321928094887363,3.321928094887363
deena,0.0,2.5
deep,2.510919972173172,4.511916961308636
deepa,3.321928094887363,3.321928094887363
deepen,1.530895350152348,9.162168319362612
deeper,1.7485342829694412,7.381522423292375
deepest,1.3966415225430213,10.781200013393999
deepika,2.5,0.0
deepli,1.9486226301206993,6.28438844069533
deepti,0.0,7.5
deer,1.9796101017878516,6.14525046121494
deerfield,0.0,2.5
deeriv,0.0,2.5
deerskin,5.0,0.0
deewana,2.5,0.0
deezen,1.6609640474436815,8.003922779651097
def,4.271985235273362,2.6301168673979136
defac,10.0,0.0
defacto,2.5,0.0
defalt,2.5,0.0
defam,3.321928094887363,3.321928094887363
default,5.678873587267573,2.095903274289385
defeat,2.9469698332507535,3.761742580127808
defeatist,5.678873587267573,2.095903274289385
defec,14.937236057436325,1.1832946624549385
defect,2.576123340966972,4.376763563241703
defenceless,2.5,0.0
defend,3.056492336389925,3.6183080404408194
defenet,2.5,0.0
defenit,5.0,0.0
defens,5.678873587267573,2.095903274289385
defenseless,5.678873587267573,2.095903274289385
defer,3.321928094887363,3.321928094887363
deferenti,0.0,5.0
deffin,0.0,5.0
deffo,2.5,0.0
defi,3.2686432854767458,3.3763537880995593
defiant,2.51294159473206,4.507575551943847
defibril,2.5,0.0
defic,2.5,0.0
defici,6.4556962358128835,1.9124892893931982
defiinit,2.5,0.0
defil,15.0,0.0
defin,2.305977577770878,5.010714036395447
definaet,0.0,2.5
definantley,0.0,2.5
definat,2.095903274289385,5.678873587267573
definatley,3.321928094887363,3.321928094887363
definet,1.6134529492945238,8.39021847487761
defini,0.0,2.5
defininat,0.0,2.5
defininit,0.0,2.5
definit,2.0903478932633406,5.6993489354076505
definitali,2.5,0.0
definitley,0.0,5.0
defint,7.5,0.0
defitn,2.5,0.0
deflat,4.212993519393615,2.6619559702796276
deflect,4.899079389427794,2.3475901497877913
deflesh,2.5,0.0
deflow,1.8380053935977752,6.8433137786230045
defo,3.321928094887363,3.321928094887363
deforest,10.318851158516171,1.4306765580733931
deform,4.326404265174705,2.601678801266927
deforrest,3.321928094887363,3.321928094887363
defraud,1.6609640474436815,8.003922779651097
defray,0.0,2.5
defrock,0.0,12.5
defrost,3.321928094887363,3.321928094887363
deft,1.005492902856908,21.56625227567686
defunct,2.19330974196567,5.345117011325181
defus,14.937236057436325,1.1832946624549385
degen,1.4306765580733931,10.318851158516171
degener,4.545521803582733,2.4954276973514626
deglamor,0.0,2.5
degrad,7.5897476428923625,1.7175468558047897
degrassi,3.321928094887363,3.321928094887363
degre,3.7512967346781836,2.954589493467454
dehaven,5.678873587267573,2.095903274289385
dehavilland,1.6609640474436815,8.003922779651097
dehl,2.095903274289385,5.678873587267573
dehuman,2.2363458328106818,5.211440485380426
dehumanis,0.0,10.0
dehydr,3.321928094887363,3.321928094887363
deidr,0.0,2.5
deifi,3.321928094887363,3.321928094887363
deign,6.8433137786230045,1.8380053935977752
deird,0.0,2.5
deirdr,0.0,5.0
deither,0.0,2.5
deitrich,0.0,2.5
deja,3.321928094887363,3.321928094887363
dejavu,5.0,0.0
deject,2.6301168673979136,4.271985235273362
dekalog,0.0,2.5
deke,0.0,2.5
dekh,2.5,0.0
dekhn,0.0,2.5
dekho,0.0,2.5
deklerk,0.0,2.5
deknight,0.0,5.0
dekot,5.0,0.0
del,5.386869421779831,2.1803695489250283
delacroix,0.0,5.0
delamer,2.5,0.0
delanci,0.0,2.5
delani,0.0,7.5
delapid,1.6609640474436815,8.003922779651097
delar,0.0,2.5
delay,2.6410669562453966,4.251470913316448
delbert,0.0,2.5
delboy,10.0,0.0
delect,1.7879236136423848,7.133751257654798
deleg,1.8380053935977752,6.8433137786230045
delenn,5.0,0.0
deleru,0.0,5.0
delet,3.8908512467246483,2.857008525868215
deleteri,0.0,2.5
deleuis,0.0,2.5
delhi,2.095903274289385,5.678873587267573
deli,2.51294159473206,4.507575551943847
delia,40.0,0.0
deliber,2.673597692293639,4.191915216185204
deliberet,2.5,0.0
delic,1.4793870181303366,9.722014027333408
delicatesen,2.5,0.0
delicatessen,8.003922779651097,1.6609640474436815
delici,1.3755182252363891,11.08934760734396
delight,1.2352001204311966,13.66895218785306
delin,1.142777130968,16.09064652879228
delinda,5.0,0.0
delinko,0.0,2.5
delinqu,10.318851158516171,1.4306765580733931
deliri,1.4654790097125774,9.885243184410589
deliv,3.4015327909646573,3.2447406224103457
deliver,0.0,25.0
deliveri,0.0,2.5
deliveryman,0.0,2.5
dell,1.285097208938469,12.62925313651334
della,9.162168319362612,1.530895350152348
dellamort,2.5,0.0
delli,0.0,2.5
delmar,8.003922779651097,1.6609640474436815
deloisell,0.0,2.5
delon,1.1832946624549385,14.937236057436325
delor,10.318851158516171,1.4306765580733931
delorean,2.5,0.0
delous,0.0,2.5
delpi,1.285097208938469,12.62925313651334
delroy,1.4306765580733931,10.318851158516171
delta,8.930663799858587,1.5541158449458503
deltoro,2.5,0.0
delud,3.962937471180473,2.809946484804034
delug,5.0,0.0
deluis,0.0,2.5
delus,3.321928094887363,3.321928094887363
delusion,3.0966287156560632,3.569135953636235
delux,1.530895350152348,9.162168319362612
delv,2.3643888371127337,4.8556410435182995
delvian,0.0,2.5
dem,3.321928094887363,3.321928094887363
demagog,5.678873587267573,2.095903274289385
demand,2.709415692721301,4.128648143317911
demarc,0.0,2.5
demarco,0.0,2.5
demateri,0.0,2.5
demean,6.714157558698096,1.8617841794768077
demeanor,3.321928094887363,3.321928094887363
demeanour,0.0,7.5
demension,2.5,0.0
dement,3.2571129879034832,3.3884391113852685
dementi,2.5,0.0
dementia,2.5,0.0
demerill,2.5,0.0
demerit,5.678873587267573,2.095903274289385
demet,2.5,0.0
demetrius,0.0,2.5
demi,8.003922779651097,1.6609640474436815
demian,8.003922779651097,1.6609640474436815
demigod,0.0,2.5
demill,1.4021107082530033,10.704152876962251
demis,4.899079389427794,2.3475901497877913
demm,1.7247814630066518,7.540024413314111
demo,2.51294159473206,4.507575551943847
demob,0.0,2.5
demobil,0.0,5.0
democraci,0.0,2.5
democrat,2.646412606099022,4.241542903638603
demograph,5.512068624180378,2.142906945354647
demoisell,0.0,2.5
demolish,2.375266937820885,4.827990927155451
demolit,2.5,0.0
demon,5.289431441108701,2.2109333391015227
demond,0.0,2.5
demongeot,5.0,0.0
demoniac,3.321928094887363,3.321928094887363
demonian,0.0,2.5
demonico,2.5,0.0
demonicus,7.5,0.0
demonis,2.095903274289385,5.678873587267573
demonoid,0.0,2.5
demonologist,2.5,0.0
demonstr,2.568170776847809,4.392725547555822
demor,2.8394367936337863,3.9173823267621817
demoralis,5.678873587267573,2.095903274289385
demornay,7.5,0.0
demostr,5.678873587267573,2.095903274289385
demot,1.6609640474436815,8.003922779651097
demotiv,5.0,0.0
demunn,0.0,2.5
demur,2.095903274289385,5.678873587267573
demystif,2.5,0.0
demystifi,1.6609640474436815,8.003922779651097
demytholog,0.0,2.5
den,2.464478569706518,4.61448067488429
denard,0.0,2.5
denat,0.0,2.5
denatur,0.0,2.5
denbi,0.0,2.5
dench,0.0,15.0
deneg,2.5,0.0
denehey,2.5,0.0
denemark,0.0,2.5
deneuv,1.530895350152348,9.162168319362612
denevu,2.5,0.0
dengler,0.0,7.5
denham,2.5,0.0
denholm,1.142777130968,16.09064652879228
deni,2.366344458602159,4.850642788184314
deniabl,0.0,2.5
denial,1.92483480336272,6.396021127976117
denic,2.5,0.0
denier,3.321928094887363,3.321928094887363
denigh,2.5,0.0
denigr,3.0010682689456636,3.689127928018137
denigrati,0.0,2.5
denim,10.318851158516171,1.4306765580733931
deniro,1.7721967586109773,7.230516925979993
denis,3.321928094887363,3.321928094887363
denistoun,0.0,5.0
deniz,8.003922779651097,1.6609640474436815
denmark,5.678873587267573,2.095903274289385
dennehi,0.0,7.5
denni,2.441871963022811,4.666451132368615
denomin,0.0,5.0
denot,2.8394367936337863,3.9173823267621817
denouement,5.678873587267573,2.095903274289385
denounc,1.9124892893931982,6.4556962358128835
dens,3.88252561666981,2.862584423711073
denser,3.321928094887363,3.321928094887363
densest,0.0,2.5
dent,5.678873587267573,2.095903274289385
dental,2.3653881696150787,4.853085398540421
dentelli,0.0,2.5
dentist,2.51294159473206,4.507575551943847
denton,3.321928094887363,3.321928094887363
denud,3.321928094887363,3.321928094887363
denuev,2.5,0.0
denver,1.6609640474436815,8.003922779651097
denzel,2.0743243944712164,5.7593514709562745
denzil,0.0,5.0
deo,0.0,2.5
deodato,5.0,0.0
deodor,3.321928094887363,3.321928094887363
deol,1.1832946624549385,14.937236057436325
deosnt,2.5,0.0
deoxi,2.5,0.0
depalm,2.5,0.0
depalma,2.095903274289385,5.678873587267573
depardeiux,0.0,2.5
depardieu,1.997593496840355,6.0675838318038835
depardieux,0.0,2.5
depardu,0.0,2.5
deparidieu,2.5,0.0
depart,2.199668707482463,5.324869812332183
departur,0.0,2.5
depend,2.5902179783041204,4.348814668593925
deperson,3.321928094887363,3.321928094887363
depict,2.3374666788280094,4.925700222457907
deplet,2.3475901497877913,4.899079389427794
deplict,0.0,2.5
deplor,4.62516543999653,2.4597814635015047
deploy,3.5058721616899073,3.150396013176948
depolar,0.0,5.0
depopul,0.0,5.0
deport,2.51294159473206,4.507575551943847
depos,1.9535700439406751,6.261707715779571
deposit,3.6204807592266683,3.054750901711627
depp,10.0,0.0
deprav,3.719611071037446,2.978033117136071
deprec,3.12173046672301,3.5392393166248803
depreci,10.0,0.0
depress,3.758439219026704,2.949373682264957
depric,0.0,2.5
depriv,3.2330806575070006,3.4139934178947358
deprogram,2.095903274289385,5.678873587267573
depsit,3.321928094887363,3.321928094887363
dept,2.095903274289385,5.678873587267573
depth,2.437986966796919,4.675522918696934
depui,0.0,5.0
deput,0.0,5.0
deputi,3.7556162037993324,2.9514322065841454
der,1.3755182252363891,11.08934760734396
derail,3.12173046672301,3.5392393166248803
deran,0.0,2.5
derang,3.475265690304224,3.1773137425570117
deranger,0.0,2.5
derat,0.0,2.5
dere,2.5,0.0
derek,4.078766226029146,2.738619360499461
derelict,5.678873587267573,2.095903274289385
derick,2.5,0.0
derid,2.3475901497877913,4.899079389427794
derigu,2.5,0.0
deris,6.261707715779571,1.9535700439406751
derisori,2.095903274289385,5.678873587267573
derit,2.5,0.0
deriv,4.475188465470428,2.528171459231746
derivi,0.0,2.5
derivit,2.5,0.0
derleth,2.5,0.0
derm,0.0,2.5
dermal,2.5,0.0
dermatonecrot,0.0,2.5
dermot,4.1145820804822515,2.717562737549928
dern,1.750114544589791,7.371228218071931
dernier,3.321928094887363,3.321928094887363
derogatori,1.6609640474436815,8.003922779651097
derogatorili,2.5,0.0
derout,0.0,2.5
derri,2.095903274289385,5.678873587267573
derrick,3.321928094887363,3.321928094887363
dervill,0.0,5.0
dervish,0.0,5.0
des,2.6619559702796276,4.212993519393615
desad,10.0,0.0
desai,1.6609640474436815,8.003922779651097
desatur,1.8380053935977752,6.8433137786230045
descend,4.583454568906991,2.4782658383884626
descendeth,2.5,0.0
descent,10.318851158516171,1.4306765580733931
deschanel,2.5,0.0
descib,5.0,0.0
descov,0.0,2.5
describ,3.4037734405402507,3.242635780367287
descript,3.137168659354725,3.5211682165513474
desd,0.0,2.5
desdemona,0.0,25.0
desdimona,0.0,2.5
dese,2.5,0.0
desecr,3.798794064681797,2.9203673004336506
desegreg,2.5,0.0
desenex,2.5,0.0
desensit,2.51294159473206,4.507575551943847
desensitis,2.095903274289385,5.678873587267573
desenst,2.5,0.0
desent,2.5,0.0
desert,3.7619061399281484,2.9468509492572155
deserv,2.915954426336199,3.8050292742608955
desh,3.321928094887363,3.321928094887363
desi,1.9796101017878516,6.14525046121494
desicc,0.0,5.0
desid,2.5,0.0
desig,5.0,0.0
design,3.6951969454005913,2.9964437484102375
desintegr,2.5,0.0
desir,3.1674837659426847,3.486362771821826
desire,7.5,0.0
desist,2.5,0.0
desk,3.321928094887363,3.321928094887363
deskbound,0.0,2.5
desktop,2.5,0.0
desmond,0.0,12.5
desmoulin,0.0,5.0
desni,0.0,2.5
desol,1.6248961310502152,8.293666715508758
desoto,0.0,2.5
despair,1.3966415225430213,10.781200013393999
despar,0.0,7.5
despatch,2.5,0.0
desper,3.881797346373303,2.8630735855762968
desperado,5.678873587267573,2.095903274289385
desperat,5.678873587267573,2.095903274289385
despic,3.5649565390031293,3.100105441058197
despict,3.321928094887363,3.321928094887363
despir,2.5,0.0
despis,4.197462649027642,2.6705199576167606
despit,0.0,2.5
desplat,0.0,5.0
desplechin,7.5,0.0
despoil,0.0,5.0
despond,2.095903274289385,5.678873587267573
despot,3.321928094887363,3.321928094887363
despotovich,0.0,2.5
desprat,2.5,0.0
dessert,3.321928094887363,3.321928094887363
dessi,2.5,0.0
dessic,1.6609640474436815,8.003922779651097
destab,0.0,2.5
destabil,0.0,7.5
destabilis,5.0,0.0
desthpic,0.0,2.5
destin,2.6909854976478167,4.160908051228439
destini,1.8123990360661024,6.988559778873084
destitut,4.899079389427794,2.3475901497877913
destroy,4.688217941445943,2.432580244495669
destruct,2.4684129944673936,4.60557592314227
destructivist,2.5,0.0
desu,0.0,2.5
desultori,2.095903274289385,5.678873587267573
det,1.4947531601505835,9.547874667292193
detach,2.750861788226112,4.058292587941676
detail,2.1159137157377423,5.606479289523097
detain,1.388581658628238,10.896762903258734
detatch,2.5,0.0
detec,2.5,0.0
detect,2.5254411947836606,4.480953429854863
detent,5.0,0.0
deter,1.8151868625632441,6.972424089804384
deterct,0.0,2.5
deterior,4.591581296931562,2.4746330477820924
determin,2.4167932802577345,4.725758119407009
determinist,3.321928094887363,3.321928094887363
deterr,3.321928094887363,3.321928094887363
detest,3.5495627518563655,3.113001502350679
deth,10.318851158516171,1.4306765580733931
dethaw,0.0,2.5
dethman,2.5,0.0
dethron,2.095903274289385,5.678873587267573
detlef,0.0,2.5
deton,4.376763563241703,2.576123340966972
detonador,2.5,0.0
detour,2.095903274289385,5.678873587267573
detox,2.5,0.0
detoxifi,0.0,2.5
detract,1.6609640474436815,8.003922779651097
detractor,0.0,2.5
detriment,4.507575551943847,2.51294159473206
detroit,3.073241413864832,3.5975792258391737
deuc,4.507575551943847,2.51294159473206
deull,0.0,2.5
deunan,0.0,2.5
deus,4.507575551943847,2.51294159473206
deut,2.5,0.0
deutsch,0.0,2.5
deutschen,0.0,2.5
deux,5.678873587267573,2.095903274289385
dev,0.9602525677891276,24.15885792809679
devalu,1.4306765580733931,10.318851158516171
devast,1.8415690461862027,6.823615015205847
devasti,0.0,2.5
devat,0.0,2.5
devda,0.0,7.5
develop,2.970264516189612,3.7300358563410323
development,4.507575551943847,2.51294159473206
deven,0.0,10.0
dever,15.0,0.0
deveraux,7.5,0.0
deverel,0.0,2.5
devest,3.321928094887363,3.321928094887363
devgan,19.549378059091087,1.0479516371446924
devi,0.0,7.5
devian,0.0,7.5
deviant,2.717562737549928,4.1145820804822515
deviat,4.271985235273362,2.6301168673979136
devic,4.507575551943847,2.51294159473206
devil,4.716896251386685,2.4204931885390755
devilish,2.2183164275718488,5.266496755520256
devill,0.0,5.0
devilri,2.5,0.0
devin,4.1145820804822515,2.717562737549928
devincenti,2.5,0.0
devinn,0.0,2.5
devious,2.639101975915442,4.255134536315104
devirgin,2.5,0.0
devis,3.321928094887363,3.321928094887363
devito,0.9427755595944493,25.31098257513334
devlop,2.5,0.0
devo,1.4306765580733931,10.318851158516171
devoid,7.307913686175033,1.7599383416902357
devolv,5.938086056808406,2.028745201894865
devon,6.4556962358128835,1.9124892893931982
devot,2.664905539465511,4.207628631878558
devote,0.0,7.5
devour,4.7912056229871025,2.389968283752412
devout,2.785345075685467,4.0019613898255475
devra,0.0,2.5
dew,0.0,5.0
dewaer,1.530895350152348,9.162168319362612
dewam,0.0,2.5
dewey,3.321928094887363,3.321928094887363
dewi,3.321928094887363,3.321928094887363
dewitt,0.0,7.5
dex,5.0,0.0
dexter,1.9124892893931982,6.4556962358128835
dey,0.0,7.5
dezel,0.0,2.5
dezita,2.5,0.0
dezmo,0.0,2.5
df,2.5,0.0
dfi,0.0,2.5
dfx,2.5,0.0
dh,5.0,0.0
dhanno,2.5,0.0
dharani,0.0,2.5
dharma,3.321928094887363,3.321928094887363
dhawan,3.321928094887363,3.321928094887363
dhia,0.0,2.5
dhileepan,0.0,2.5
dhishhum,2.5,0.0
dhl,2.5,0.0
dholi,0.0,2.5
dhoom,2.5,0.0
di,3.9173823267621817,2.8394367936337863
dia,0.0,2.5
diabet,5.289431441108701,2.2109333391015227
diablo,2.5,0.0
diabo,2.095903274289385,5.678873587267573
diabol,4.469615461530866,2.530818848246192
diaboliqu,2.5,0.0
diaget,2.095903274289385,5.678873587267573
diagnos,2.375266937820885,4.827990927155451
diagnosi,0.0,2.5
diagnosis,0.0,2.5
diagon,3.321928094887363,3.321928094887363
diagram,2.5,0.0
diahann,0.0,5.0
diahnn,0.0,2.5
dial,10.979302227643677,1.3829275414493216
dialect,2.095903274289385,5.678873587267573
diall,0.0,2.5
dialog,5.072695227969461,2.2837935210255234
dialogu,3.719611071037446,2.978033117136071
dialoug,5.0,0.0
diamant,0.0,2.5
diamantino,0.0,2.5
diamantopoulo,0.0,2.5
diametr,1.5702972679322118,8.776290847640777
diamnd,2.5,0.0
diamond,3.5392393166248803,3.12173046672301
diamondback,2.5,0.0
diamont,2.5,0.0
diamontopol,0.0,2.5
dian,3.171880042295375,3.481388534756018
diana,1.8648272270144033,6.6980096694547075
dianet,2.5,0.0
diann,2.6301168673979136,4.271985235273362
diaper,2.3475901497877913,4.899079389427794
diaphan,2.095903274289385,5.678873587267573
diappoint,0.0,2.5
diari,1.7057111797877027,7.672608653514963
diarrhea,0.0,2.5
diarrhoeic,2.5,0.0
diatrib,17.243773525740824,1.1073093649624544
diaz,8.003922779651097,1.6609640474436815
dibello,2.5,0.0
dibias,8.003922779651097,1.6609640474436815
dic,7.5,0.0
dicamillo,2.5,0.0
dicaprio,3.321928094887363,3.321928094887363
dice,5.010714036395447,2.305977577770878
dicey,2.095903274289385,5.678873587267573
dichen,5.0,0.0
dichotomi,0.0,2.5
dicid,2.5,0.0
dick,2.9038701762636485,3.822236125866679
dicken,2.5642927228407246,4.400560461481861
dickensian,1.1832946624549385,14.937236057436325
dicker,2.5,0.0
dickey,0.9602525677891276,24.15885792809679
dicki,4.507575551943847,2.51294159473206
dickian,2.5,0.0
dickinson,3.321928094887363,3.321928094887363
dickish,2.5,0.0
dickman,5.0,0.0
dickson,1.1073093649624544,17.243773525740824
dicov,0.0,2.5
dictat,3.0134646747623317,3.6729832379218963
dictatori,2.3475901497877913,4.899079389427794
dictatorship,4.507575551943847,2.51294159473206
dictionari,8.467449830186867,1.6044944060210176
dicul,5.0,0.0
did,4.25231034457847,2.64061636436746
didact,3.0212099296053805,3.662986595046085
didd,0.0,2.5
diddi,3.321928094887363,3.321928094887363
diddl,3.321928094887363,3.321928094887363
didn,4.675522918696934,2.437986966796919
didnt,3.9173823267621817,2.8394367936337863
die,3.680603250871584,3.007596612852093
diedrich,0.0,2.5
dieget,1.4306765580733931,10.318851158516171
diego,0.8977117175026231,28.766956540068726
diehard,5.678873587267573,2.095903274289385
diehl,5.678873587267573,2.095903274289385
dien,15.0,0.0
dierdr,2.5,0.0
diesel,1.1073093649624544,17.243773525740824
