,negative,neutral,positive,total
brecht,1.0,0.0,0.0,1.0
breckin,0.0,0.0,1.0,1.0
breed,1.0,1.0,0.0,2.0
breen,1.0,0.0,0.0,1.0
breezi,4.0,0.0,2.0,6.0
breezili,0.0,1.0,0.0,1.0
breillat,1.0,0.0,0.0,1.0
brett,1.0,0.0,0.0,1.0
brian,3.0,1.0,1.0,5.0
bridg,1.0,0.0,0.0,1.0
bridget,1.0,0.0,0.0,1.0
brief,3.0,2.0,1.0,6.0
briefli,2.0,0.0,0.0,2.0
bright,15.0,6.0,3.0,24.0
brilliant,32.0,6.0,5.0,43.0
brim,3.0,1.0,1.0,5.0
bring,37.0,13.0,6.0,56.0
brisk,6.0,1.0,0.0,7.0
british,17.0,2.0,3.0,22.0
britney,1.0,0.0,0.0,1.0
brittl,2.0,0.0,0.0,2.0
broach,1.0,1.0,0.0,2.0
broad,9.0,5.0,3.0,17.0
broadcast,0.0,0.0,1.0,1.0
broader,2.0,0.0,0.0,2.0
brockovich,1.0,0.0,0.0,1.0
broke,1.0,0.0,0.0,1.0
broken,11.0,1.0,0.0,12.0
bronx,1.0,0.0,0.0,1.0
bronz,1.0,0.0,0.0,1.0
brood,3.0,0.0,0.0,3.0
brooklyn,1.0,0.0,0.0,1.0
broomfield,3.0,0.0,0.0,3.0
bros,0.0,0.0,1.0,1.0
brosnan,1.0,0.0,0.0,1.0
brother,1.0,1.0,2.0,4.0
brought,11.0,1.0,1.0,13.0
brown,14.0,1.0,0.0,15.0
bruce,2.0,0.0,0.0,2.0
bruckheim,1.0,0.0,0.0,1.0
bruckheimeresqu,1.0,0.0,0.0,1.0
bruis,2.0,1.0,0.0,3.0
brush,1.0,0.0,1.0,2.0
brutal,13.0,0.0,7.0,20.0
bryan,2.0,0.0,0.0,2.0
bu,1.0,0.0,0.0,1.0
bubba,1.0,0.0,0.0,1.0
bubbl,2.0,3.0,1.0,6.0
buck,3.0,0.0,0.0,3.0
buddi,6.0,1.0,0.0,7.0
buff,0.0,0.0,1.0,1.0
buffet,1.0,0.0,0.0,1.0
bug,2.0,0.0,0.0,2.0
buggi,0.0,0.0,1.0,1.0
build,14.0,4.0,3.0,21.0
built,7.0,2.0,3.0,12.0
bullwinkl,0.0,1.0,0.0,1.0
bumbl,1.0,0.0,1.0,2.0
bump,2.0,1.0,0.0,3.0
bundi,0.0,2.0,0.0,2.0
bundl,1.0,1.0,0.0,2.0
bungl,2.0,0.0,0.0,2.0
buoy,1.0,1.0,1.0,3.0
buoyant,7.0,1.0,0.0,8.0
bur,0.0,0.0,1.0,1.0
burden,1.0,0.0,0.0,1.0
burdett,0.0,0.0,1.0,1.0
burgeon,1.0,0.0,0.0,1.0
buri,5.0,2.0,0.0,7.0
burk,0.0,1.0,0.0,1.0
burkinab,1.0,0.0,0.0,1.0
burn,12.0,1.0,0.0,13.0
burnt,1.0,0.0,0.0,1.0
burst,3.0,0.0,0.0,3.0
busi,7.0,3.0,0.0,10.0
bust,3.0,3.0,0.0,6.0
bustl,1.0,0.0,0.0,1.0
butcher,0.0,0.0,1.0,1.0
butt,0.0,0.0,1.0,1.0
buttercup,0.0,0.0,1.0,1.0
butterfing,1.0,0.0,0.0,1.0
butthead,1.0,0.0,0.0,1.0
buy,11.0,5.0,0.0,16.0
buzz,1.0,0.0,0.0,1.0
byatt,1.0,0.0,0.0,1.0
bypass,2.0,0.0,0.0,2.0
cabin,0.0,1.0,0.0,1.0
caesar,1.0,0.0,0.0,1.0
caffein,2.0,0.0,0.0,2.0
cagney,1.0,0.0,0.0,1.0
cake,1.0,0.0,0.0,1.0
cal,2.0,1.0,0.0,3.0
calcifi,0.0,1.0,0.0,1.0
calcul,6.0,1.0,3.0,10.0
calibr,2.0,0.0,0.0,2.0
california,0.0,0.0,1.0,1.0
call,43.0,11.0,5.0,59.0
callar,0.0,1.0,0.0,1.0
callow,2.0,1.0,0.0,3.0
calm,2.0,0.0,0.0,2.0
came,7.0,1.0,1.0,9.0
camera,1.0,0.0,0.0,1.0
camouflag,2.0,3.0,0.0,5.0
camp,5.0,0.0,0.0,5.0
campi,2.0,0.0,2.0,4.0
can,4.0,1.0,0.0,5.0
canada,1.0,0.0,0.0,1.0
canadian,3.0,1.0,0.0,4.0
candi,1.0,0.0,0.0,1.0
candid,1.0,1.0,2.0,4.0
canni,3.0,0.0,0.0,3.0
cannib,2.0,0.0,0.0,2.0
cannier,1.0,0.0,0.0,1.0
canning,0.0,1.0,0.0,1.0
canter,0.0,1.0,0.0,1.0
cap,1.0,0.0,0.0,1.0
capabl,11.0,1.0,2.0,14.0
caper,3.0,0.0,0.0,3.0
capit,4.0,0.0,0.0,4.0
capra,1.0,0.0,0.0,1.0
caprici,1.0,0.0,0.0,1.0
captiv,10.0,4.0,0.0,14.0
captur,34.0,11.0,5.0,50.0
cardboard,1.0,0.0,1.0,2.0
care,58.0,18.0,9.0,85.0
careen,2.0,0.0,0.0,2.0
career,3.0,0.0,0.0,3.0
careless,1.0,1.0,0.0,2.0
careworn,0.0,0.0,1.0,1.0
cari,2.0,0.0,0.0,2.0
carl,1.0,0.0,0.0,1.0
carlito,1.0,0.0,0.0,1.0
carol,2.0,0.0,0.0,2.0
carrey,1.0,0.0,0.0,1.0
carri,29.0,2.0,2.0,33.0
cartoonish,4.0,0.0,1.0,5.0
caruso,2.0,0.0,0.0,2.0
carv,3.0,0.0,0.0,3.0
carvey,3.0,1.0,1.0,5.0
cascad,1.0,0.0,0.0,1.0
cast,22.0,4.0,3.0,29.0
castrat,1.0,0.0,0.0,1.0
castro,1.0,0.0,0.0,1.0
casual,7.0,2.0,1.0,10.0
catalog,1.0,0.0,0.0,1.0
catalyt,1.0,0.0,0.0,1.0
catapult,1.0,0.0,0.0,1.0
catastroph,1.0,0.0,0.0,1.0
catch,14.0,1.0,2.0,17.0
catchi,0.0,1.0,0.0,1.0
categor,1.0,0.0,0.0,1.0
cathart,2.0,1.0,0.0,3.0
catherin,1.0,0.0,0.0,1.0
cathol,5.0,1.0,1.0,7.0
caucasian,1.0,0.0,0.0,1.0
caught,7.0,0.0,0.0,7.0
caus,7.0,1.0,0.0,8.0
caustic,3.0,0.0,0.0,3.0
caution,1.0,0.0,0.0,1.0
cautionari,10.0,3.0,1.0,14.0
cave,1.0,0.0,0.0,1.0
caviezel,0.0,0.0,1.0,1.0
cavort,1.0,0.0,0.0,1.0
cedar,1.0,0.0,0.0,1.0
cedric,0.0,0.0,1.0,1.0
celebr,9.0,4.0,1.0,14.0
celebratori,1.0,1.0,0.0,2.0
cell,1.0,0.0,0.0,1.0
cello,1.0,0.0,0.0,1.0
cellular,1.0,0.0,0.0,1.0
celluloid,3.0,0.0,0.0,3.0
center,6.0,1.0,1.0,8.0
central,15.0,4.0,2.0,21.0
ceo,1.0,0.0,0.0,1.0
cerebr,4.0,2.0,1.0,7.0
certain,69.0,7.0,7.0,83.0
certifi,1.0,0.0,0.0,1.0
cgi,1.0,0.0,0.0,1.0
chabrol,1.0,0.0,0.0,1.0
chabrolian,1.0,0.0,0.0,1.0
chafe,2.0,0.0,0.0,2.0
challeng,16.0,5.0,3.0,24.0
champion,2.0,0.0,1.0,3.0
chan,3.0,0.0,2.0,5.0
chang,24.0,4.0,2.0,30.0
channel,3.0,1.0,0.0,4.0
chant,0.0,1.0,0.0,1.0
chaotic,6.0,4.0,0.0,10.0
chaplin,0.0,1.0,0.0,1.0
char,2.0,1.0,0.0,3.0
charact,4.0,3.0,2.0,9.0
character,5.0,1.0,1.0,7.0
characterist,5.0,0.0,0.0,5.0
charad,1.0,0.0,0.0,1.0
chardonn,1.0,0.0,0.0,1.0
charg,7.0,2.0,2.0,11.0
charisma,1.0,1.0,0.0,2.0
charismat,7.0,2.0,1.0,10.0
charit,2.0,1.0,1.0,4.0
charl,1.0,0.0,0.0,1.0
charli,0.0,1.0,0.0,1.0
charm,30.0,16.0,5.0,51.0
charmless,3.0,0.0,0.0,3.0
chart,1.0,0.0,0.0,1.0
chase,2.0,1.0,0.0,3.0
chatti,1.0,1.0,0.0,2.0
cheap,19.0,3.0,2.0,24.0
cheapen,3.0,0.0,0.0,3.0
cheaper,2.0,0.0,0.0,2.0
cheapo,1.0,0.0,0.0,1.0
cheat,3.0,3.0,0.0,6.0
check,10.0,4.0,1.0,15.0
cheek,4.0,2.0,0.0,6.0
cheeki,1.0,0.0,0.0,1.0
cheer,6.0,3.0,2.0,11.0
cheeri,0.0,1.0,0.0,1.0
chees,2.0,0.0,0.0,2.0
cheesi,2.0,1.0,0.0,3.0
cheesier,1.0,0.0,0.0,1.0
cheesiest,2.0,0.0,0.0,2.0
chekhov,2.0,0.0,0.0,2.0
chelsea,0.0,0.0,1.0,1.0
chemic,1.0,0.0,0.0,1.0
chemistri,1.0,0.0,1.0,2.0
chen,0.0,1.0,0.0,1.0
cherish,3.0,1.0,0.0,4.0
cherri,1.0,0.0,0.0,1.0
chest,1.0,0.0,0.0,1.0
chew,7.0,1.0,0.0,8.0
chewi,1.0,0.0,0.0,1.0
chicago,1.0,0.0,0.0,1.0
chick,1.0,0.0,0.0,1.0
chicken,1.0,0.0,0.0,1.0
chide,0.0,0.0,1.0,1.0
chief,2.0,0.0,0.0,2.0
chiefli,1.0,0.0,0.0,1.0
child,2.0,0.0,0.0,2.0
childish,3.0,0.0,0.0,3.0
childlik,1.0,0.0,0.0,1.0
chill,14.0,2.0,2.0,18.0
chilli,5.0,1.0,2.0,8.0
chin,0.0,0.0,1.0,1.0
chines,9.0,5.0,2.0,16.0
chipper,0.0,1.0,0.0,1.0
chirpi,1.0,0.0,0.0,1.0
cho,1.0,1.0,0.0,2.0
choke,2.0,3.0,1.0,6.0
chomp,1.0,1.0,0.0,2.0
choos,11.0,3.0,0.0,14.0
choppi,9.0,1.0,0.0,10.0
chore,1.0,0.0,0.0,1.0
choreograph,2.0,2.0,0.0,4.0
chosen,3.0,1.0,0.0,4.0
chou,3.0,0.0,1.0,4.0
chouraqui,1.0,0.0,0.0,1.0
chris,4.0,1.0,0.0,5.0
christ,1.0,0.0,0.0,1.0
christian,8.0,2.0,1.0,11.0
christma,1.0,2.0,0.0,3.0
christoph,1.0,1.0,0.0,2.0
chronic,1.0,1.0,0.0,2.0
chuck,1.0,0.0,0.0,1.0
chuckl,4.0,0.0,0.0,4.0
churlish,1.0,0.0,0.0,1.0
churn,3.0,0.0,1.0,4.0
cia,0.0,1.0,0.0,1.0
cinderella,1.0,0.0,0.0,1.0
cinema,7.0,4.0,1.0,12.0
cinemant,1.0,0.0,0.0,1.0
cinemat,53.0,20.0,13.0,86.0
cinephil,1.0,0.0,0.0,1.0
cipher,1.0,0.0,0.0,1.0
circular,1.0,0.0,0.0,1.0
circumstanti,2.0,0.0,0.0,2.0
citizen,1.0,0.0,0.0,1.0
civic,2.0,0.0,0.0,2.0
civil,2.0,2.0,0.0,4.0
clad,3.0,0.0,0.0,3.0
claim,3.0,0.0,1.0,4.0
clamor,2.0,0.0,0.0,2.0
clang,0.0,1.0,0.0,1.0
clarifi,1.0,1.0,0.0,2.0
clarissa,1.0,0.0,0.0,1.0
clash,3.0,1.0,2.0,6.0
classi,1.0,1.0,0.0,2.0
classic,37.0,13.0,2.0,52.0
classifi,3.0,1.0,0.0,4.0
claustroph,1.0,0.0,0.0,1.0
claustrophob,4.0,3.0,0.0,7.0
claw,1.0,0.0,0.0,1.0
clean,5.0,1.0,0.0,6.0
cleaner,1.0,0.0,0.0,1.0
clear,42.0,4.0,10.0,56.0
clearer,0.0,1.0,1.0,2.0
cleav,1.0,0.0,0.0,1.0
clench,1.0,0.0,0.0,1.0
clever,34.0,10.0,5.0,49.0
cleverest,1.0,0.0,0.0,1.0
clich,22.0,5.0,2.0,29.0
click,1.0,1.0,0.0,2.0
climact,6.0,0.0,0.0,6.0
climax,1.0,1.0,0.0,2.0
climb,2.0,0.0,0.0,2.0
clinch,1.0,0.0,0.0,1.0
cling,1.0,0.0,0.0,1.0
clinic,4.0,2.0,0.0,6.0
clint,0.0,1.0,0.0,1.0
clip,0.0,0.0,1.0,1.0
clive,1.0,0.0,0.0,1.0
cloak,1.0,1.0,0.0,2.0
clobber,1.0,0.0,0.0,1.0
clock,1.0,0.0,0.0,1.0
clooney,0.0,1.0,0.0,1.0
close,40.0,12.0,7.0,59.0
closer,5.0,4.0,1.0,10.0
closest,2.0,1.0,0.0,3.0
closet,1.0,0.0,0.0,1.0
clot,1.0,0.0,0.0,1.0
cloth,1.0,1.0,0.0,2.0
cloudi,1.0,0.0,0.0,1.0
clown,2.0,1.0,1.0,4.0
clownish,1.0,0.0,0.0,1.0
cloy,12.0,1.0,0.0,13.0
clue,2.0,1.0,0.0,3.0
clueless,1.0,0.0,0.0,1.0
clumsi,8.0,2.0,3.0,13.0
clumsili,5.0,2.0,1.0,8.0
clunki,3.0,1.0,3.0,7.0
clutch,3.0,0.0,0.0,3.0
co,11.0,5.0,1.0,17.0
coars,0.0,1.0,0.0,1.0
coast,1.0,0.0,1.0,2.0
coastal,1.0,0.0,0.0,1.0
coat,1.0,1.0,0.0,2.0
cobbl,4.0,2.0,0.0,6.0
cockey,1.0,0.0,0.0,1.0
cocki,2.0,1.0,0.0,3.0
coeduc,0.0,1.0,0.0,1.0
cogent,0.0,1.0,1.0,2.0
cogniz,1.0,0.0,0.0,1.0
coher,6.0,1.0,0.0,7.0
cohes,5.0,0.0,0.0,5.0
cold,29.0,2.0,3.0,34.0
collabor,1.0,0.0,0.0,1.0
collaps,4.0,0.0,1.0,5.0
collater,5.0,3.0,2.0,10.0
collect,8.0,3.0,3.0,14.0
collid,2.0,1.0,0.0,3.0
collinwood,1.0,0.0,0.0,1.0
color,20.0,5.0,2.0,27.0
colour,1.0,0.0,0.0,1.0
coltish,1.0,0.0,0.0,1.0
com,1.0,0.0,0.0,1.0
comatos,1.0,0.0,0.0,1.0
combin,13.0,0.0,3.0,16.0
combust,2.0,0.0,0.0,2.0
come,209.0,48.0,18.0,275.0
comed,13.0,1.0,2.0,16.0
comedi,5.0,1.0,1.0,7.0
comedian,4.0,1.0,0.0,5.0
comfort,10.0,2.0,3.0,15.0
comic,61.0,10.0,4.0,75.0
command,3.0,1.0,1.0,5.0
commend,4.0,0.0,1.0,5.0
comment,1.0,0.0,0.0,1.0
commentari,2.0,0.0,1.0,3.0
commerci,10.0,5.0,1.0,16.0
commiser,1.0,0.0,0.0,1.0
commit,7.0,4.0,0.0,11.0
commodifi,0.0,0.0,1.0,1.0
common,11.0,5.0,0.0,16.0
communal,4.0,0.0,0.0,4.0
communic,3.0,0.0,0.0,3.0
compact,0.0,1.0,0.0,1.0
companion,1.0,0.0,0.0,1.0
compar,10.0,3.0,1.0,14.0
comparison,1.0,0.0,0.0,1.0
compassion,2.0,1.0,0.0,3.0
compat,1.0,0.0,0.0,1.0
compel,63.0,11.0,11.0,85.0
compens,3.0,0.0,2.0,5.0
compet,7.0,1.0,0.0,8.0
competit,0.0,0.0,1.0,1.0
compil,0.0,0.0,1.0,1.0
complain,2.0,0.0,0.0,2.0
complet,52.0,15.0,9.0,76.0
completist,1.0,0.0,0.0,1.0
complex,31.0,6.0,3.0,40.0
complexli,1.0,0.0,0.0,1.0
complic,13.0,4.0,1.0,18.0
compliment,0.0,1.0,1.0,2.0
compos,4.0,3.0,0.0,7.0
comprehend,2.0,0.0,0.0,2.0
comprehens,1.0,2.0,2.0,5.0
compress,2.0,0.0,0.0,2.0
compris,1.0,0.0,0.0,1.0
compromis,5.0,2.0,0.0,7.0
compuls,5.0,2.0,0.0,7.0
computer,1.0,0.0,0.0,1.0
con,3.0,0.0,0.0,3.0
conan,1.0,0.0,0.0,1.0
conceal,1.0,0.0,0.0,1.0
conceit,1.0,0.0,0.0,1.0
conceiv,10.0,5.0,0.0,15.0
concentr,4.0,1.0,0.0,5.0
concept,3.0,1.0,0.0,4.0
conceptu,3.0,1.0,0.0,4.0
concern,13.0,2.0,2.0,17.0
conciliatori,0.0,1.0,0.0,1.0
conclud,1.0,0.0,0.0,1.0
conclus,1.0,0.0,0.0,1.0
concoct,2.0,0.0,0.0,2.0
concret,1.0,0.0,0.0,1.0
condens,3.0,0.0,0.0,3.0
condescend,2.0,1.0,0.0,3.0
condit,2.0,1.0,0.0,3.0
condon,1.0,0.0,0.0,1.0
conduct,1.0,0.0,0.0,1.0
confession,0.0,1.0,0.0,1.0
confid,7.0,1.0,0.0,8.0
confin,5.0,0.0,0.0,5.0
confirm,2.0,1.0,3.0,6.0
conflict,5.0,2.0,1.0,8.0
confound,1.0,0.0,0.0,1.0
confront,5.0,3.0,0.0,8.0
confus,16.0,5.0,2.0,23.0
congenit,0.0,0.0,1.0,1.0
congratul,1.0,0.0,0.0,1.0
congratulatori,0.0,2.0,0.0,2.0
conjur,6.0,0.0,2.0,8.0
connect,10.0,4.0,0.0,14.0
conquer,3.0,0.0,0.0,3.0
conrad,1.0,0.0,0.0,1.0
conscienti,1.0,1.0,1.0,3.0
conscious,17.0,3.0,3.0,23.0
conserv,5.0,1.0,1.0,7.0
consid,23.0,9.0,5.0,37.0
consider,19.0,5.0,3.0,27.0
consign,2.0,0.0,0.0,2.0
consist,19.0,2.0,0.0,21.0
consol,1.0,0.0,0.0,1.0
conspicu,3.0,1.0,1.0,5.0
conspir,0.0,0.0,1.0,1.0
conspiratori,1.0,0.0,0.0,1.0
constant,16.0,5.0,2.0,23.0
constrict,2.0,0.0,0.0,2.0
construct,18.0,4.0,3.0,25.0
consum,6.0,2.0,0.0,8.0
consumerist,1.0,0.0,0.0,1.0
contagi,1.0,0.0,0.0,1.0
contain,6.0,2.0,3.0,11.0
contempl,1.0,3.0,1.0,5.0
contemporari,18.0,6.0,3.0,27.0
contempt,1.0,0.0,0.0,1.0
contemptu,1.0,0.0,0.0,1.0
contend,0.0,0.0,1.0,1.0
content,4.0,1.0,0.0,5.0
contenti,1.0,0.0,0.0,1.0
context,1.0,0.0,0.0,1.0
continent,0.0,1.0,0.0,1.0
continu,14.0,2.0,4.0,20.0
contort,1.0,0.0,0.0,1.0
contradict,1.0,0.0,0.0,1.0
contradictori,4.0,0.0,0.0,4.0
contrari,0.0,1.0,1.0,2.0
contrast,3.0,0.0,0.0,3.0
contribut,3.0,0.0,2.0,5.0
contriv,34.0,4.0,0.0,38.0
control,3.0,3.0,1.0,7.0
controversi,1.0,1.0,1.0,3.0
contruct,1.0,0.0,0.0,1.0
conundrum,1.0,0.0,0.0,1.0
conveni,5.0,0.0,0.0,5.0
convent,16.0,4.0,0.0,20.0
convers,1.0,0.0,0.0,1.0
convert,2.0,2.0,0.0,4.0
convey,10.0,3.0,4.0,17.0
convict,0.0,1.0,2.0,3.0
convinc,36.0,0.0,2.0,38.0
convolut,5.0,1.0,2.0,8.0
cook,1.0,0.0,0.0,1.0
cooki,0.0,0.0,1.0,1.0
cool,17.0,5.0,4.0,26.0
cooli,1.0,0.0,0.0,1.0
cooper,0.0,1.0,0.0,1.0
coordin,1.0,0.0,0.0,1.0
cop,4.0,2.0,0.0,6.0
cope,4.0,0.0,0.0,4.0
copi,1.0,0.0,0.0,1.0
copious,1.0,0.0,0.0,1.0
coral,1.0,0.0,1.0,2.0
corcuera,1.0,0.0,0.0,1.0
corkscrew,0.0,1.0,0.0,1.0
cornbal,1.0,0.0,0.0,1.0
corni,4.0,1.0,0.0,5.0
corniest,1.0,0.0,0.0,1.0
corpor,3.0,1.0,0.0,4.0
correct,4.0,2.0,1.0,7.0
corrusc,0.0,0.0,1.0,1.0
cosbi,1.0,0.0,0.0,1.0
cost,2.0,1.0,1.0,4.0
costum,4.0,1.0,1.0,6.0
cough,1.0,0.0,0.0,1.0
coulda,1.0,0.0,0.0,1.0
count,7.0,4.0,0.0,11.0
counter,3.0,0.0,0.0,3.0
counterproduct,1.0,0.0,0.0,1.0
countless,3.0,0.0,1.0,4.0
coupl,6.0,2.0,0.0,8.0
courag,4.0,1.0,0.0,5.0
court,0.0,1.0,0.0,1.0
cover,9.0,1.0,4.0,14.0
coward,1.0,0.0,0.0,1.0
cower,2.0,0.0,0.0,2.0
cozi,0.0,1.0,0.0,1.0
cq,0.0,0.0,1.0,1.0
crack,4.0,0.0,0.0,4.0
crackl,1.0,0.0,0.0,1.0
cradl,1.0,0.0,0.0,1.0
craft,26.0,3.0,3.0,32.0
crafti,2.0,0.0,0.0,2.0
craig,1.0,0.0,0.0,1.0
cram,5.0,1.0,0.0,6.0
crane,2.0,0.0,0.0,2.0
crank,1.0,0.0,0.0,1.0
cranki,2.0,0.0,0.0,2.0
crap,1.0,0.0,0.0,1.0
crappi,1.0,0.0,0.0,1.0
crash,2.0,1.0,0.0,3.0
crass,1.0,0.0,0.0,1.0
crassli,2.0,0.0,0.0,2.0
crave,1.0,0.0,1.0,2.0
craven,1.0,0.0,0.0,1.0
crawl,3.0,1.0,0.0,4.0
crawli,1.0,0.0,0.0,1.0
craze,2.0,0.0,0.0,2.0
crazi,17.0,4.0,1.0,22.0
crazier,1.0,0.0,0.0,1.0
creak,0.0,1.0,0.0,1.0
creaki,1.0,0.0,0.0,1.0
creami,0.0,2.0,0.0,2.0
creat,59.0,18.0,1.0,78.0
creativ,23.0,6.0,2.0,31.0
credibl,7.0,2.0,0.0,9.0
credit,6.0,1.0,1.0,8.0
credul,1.0,0.0,0.0,1.0
creep,3.0,1.0,1.0,5.0
creepi,7.0,3.0,4.0,14.0
creepiest,1.0,0.0,0.0,1.0
crescendo,1.0,0.0,1.0,2.0
crest,1.0,0.0,0.0,1.0
cri,2.0,1.0,0.0,3.0
crib,2.0,0.0,0.0,2.0
crimin,3.0,1.0,2.0,6.0
cring,1.0,1.0,0.0,2.0
crippl,3.0,0.0,0.0,3.0
crisp,4.0,1.0,0.0,5.0
crisper,1.0,0.0,0.0,1.0
critic,10.0,5.0,1.0,16.0
critiqu,1.0,0.0,0.0,1.0
croak,1.0,0.0,0.0,1.0
crock,0.0,1.0,0.0,1.0
crocodil,3.0,0.0,0.0,3.0
croon,2.0,0.0,0.0,2.0
cross,10.0,4.0,2.0,16.0
crosscut,0.0,1.0,0.0,1.0
crossroad,1.0,0.0,0.0,1.0
crowd,4.0,1.0,0.0,5.0
crucial,5.0,0.0,1.0,6.0
crude,5.0,1.0,0.0,6.0
crudup,1.0,0.0,0.0,1.0
cruel,4.0,1.0,0.0,5.0
cruelli,1.0,2.0,0.0,3.0
cruelti,0.0,0.0,1.0,1.0
crumml,0.0,1.0,0.0,1.0
crush,7.0,4.0,1.0,12.0
crusti,1.0,0.0,0.0,1.0
crystal,3.0,1.0,2.0,6.0
crystallin,0.0,1.0,0.0,1.0
csoka,0.0,1.0,0.0,1.0
cuaron,1.0,0.0,0.0,1.0
cuban,1.0,0.0,0.0,1.0
cube,1.0,0.0,0.0,1.0
cudd,1.0,1.0,0.0,2.0
culkin,0.0,1.0,0.0,1.0
cull,1.0,0.0,0.0,1.0
culmin,0.0,1.0,0.0,1.0
cultist,1.0,0.0,0.0,1.0
cultiv,1.0,1.0,0.0,2.0
cultur,21.0,7.0,4.0,32.0
cumbersom,2.0,0.0,0.0,2.0
cumul,3.0,1.0,0.0,4.0
cun,1.0,0.0,0.0,1.0
cup,0.0,1.0,0.0,1.0
curdl,2.0,1.0,0.0,3.0
curious,14.0,1.0,1.0,16.0
curl,2.0,1.0,0.0,3.0
curmudgeon,1.0,0.0,0.0,1.0
current,9.0,4.0,1.0,14.0
curs,1.0,0.0,1.0,2.0
cuss,2.0,0.0,0.0,2.0
customarili,1.0,0.0,0.0,1.0
cut,29.0,4.0,1.0,34.0
cute,13.0,6.0,2.0,21.0
cutesi,1.0,0.0,0.0,1.0
cutter,0.0,0.0,1.0,1.0
cyber,2.0,0.0,0.0,2.0
cyndi,1.0,0.0,0.0,1.0
cynic,10.0,5.0,0.0,15.0
dabbl,1.0,0.0,0.0,1.0
dadaist,1.0,0.0,0.0,1.0
dafo,1.0,0.0,0.0,1.0
daft,1.0,0.0,0.0,1.0
dahmer,1.0,0.0,1.0,2.0
daili,6.0,0.0,0.0,6.0
dalloway,1.0,0.0,0.0,1.0
damag,5.0,0.0,1.0,6.0
damm,1.0,0.0,0.0,1.0
damn,24.0,3.0,2.0,29.0
damon,3.0,1.0,0.0,4.0
dampen,2.0,1.0,0.0,3.0
dana,1.0,0.0,0.0,1.0
danc,7.0,4.0,1.0,12.0
danger,10.0,5.0,3.0,18.0
dani,1.0,0.0,0.0,1.0
daniel,2.0,0.0,2.0,4.0
danilo,0.0,1.0,0.0,1.0
danish,1.0,1.0,0.0,2.0
dank,0.0,1.0,0.0,1.0
danni,2.0,1.0,0.0,3.0
dant,0.0,2.0,0.0,2.0
dare,15.0,11.0,2.0,28.0
dark,48.0,6.0,5.0,59.0
darkest,1.0,0.0,1.0,2.0
darl,2.0,0.0,0.0,2.0
darn,3.0,2.0,0.0,5.0
darwinian,0.0,0.0,1.0,1.0
das,1.0,0.0,0.0,1.0
date,3.0,0.0,1.0,4.0
daughter,1.0,0.0,0.0,1.0
daunt,1.0,0.0,0.0,1.0
davi,3.0,0.0,0.0,3.0
david,13.0,2.0,1.0,16.0
dawson,1.0,0.0,0.0,1.0
daydream,1.0,1.0,0.0,2.0
daytim,3.0,1.0,2.0,6.0
daze,1.0,1.0,0.0,2.0
dazzl,12.0,3.0,1.0,16.0
de,3.0,1.0,0.0,4.0
dead,39.0,9.0,5.0,53.0
deaden,1.0,0.0,1.0,2.0
deadpan,5.0,0.0,1.0,6.0
deafen,1.0,1.0,0.0,2.0
deal,10.0,1.0,5.0,16.0
dealt,1.0,1.0,0.0,2.0
dean,4.0,0.0,0.0,4.0
dear,2.0,2.0,1.0,5.0
death,1.0,0.0,0.0,1.0
debat,3.0,1.0,0.0,4.0
debrauw,1.0,0.0,0.0,1.0
decad,2.0,1.0,1.0,4.0
decasia,1.0,0.0,0.0,1.0
deceit,0.0,1.0,0.0,1.0
deceiv,0.0,1.0,0.0,1.0
decent,20.0,8.0,2.0,30.0
decept,7.0,1.0,0.0,8.0
decid,18.0,4.0,4.0,26.0
decipher,1.0,0.0,0.0,1.0
decis,2.0,0.0,0.0,2.0
declar,1.0,1.0,0.0,2.0
declin,0.0,0.0,1.0,1.0
decommiss,1.0,0.0,0.0,1.0
deconstruct,0.0,1.0,1.0,2.0
decor,3.0,0.0,0.0,3.0
decri,0.0,1.0,0.0,1.0
dedic,2.0,1.0,0.0,3.0
deem,2.0,0.0,0.0,2.0
deep,28.0,2.0,5.0,35.0
deepa,1.0,0.0,0.0,1.0
deepen,0.0,0.0,1.0,1.0
deeper,11.0,2.0,2.0,15.0
deepest,2.0,1.0,0.0,3.0
deepli,25.0,7.0,2.0,34.0
def,0.0,1.0,0.0,1.0
defeat,5.0,1.0,1.0,7.0
defec,1.0,0.0,0.0,1.0
defend,1.0,0.0,0.0,1.0
defens,2.0,1.0,0.0,3.0
defer,1.0,0.0,0.0,1.0
defi,3.0,0.0,2.0,5.0
defiant,4.0,1.0,0.0,5.0
defin,8.0,5.0,0.0,13.0
definit,29.0,7.0,1.0,37.0
deflat,2.0,1.0,0.0,3.0
deform,1.0,0.0,0.0,1.0
deft,15.0,2.0,6.0,23.0
defus,1.0,0.0,0.0,1.0
degener,1.0,0.0,0.0,1.0
degrad,4.0,0.0,0.0,4.0
degre,1.0,1.0,0.0,2.0
deja,1.0,1.0,0.0,2.0
del,4.0,0.0,0.0,4.0
delay,1.0,0.0,0.0,1.0
delect,2.0,0.0,1.0,3.0
delet,4.0,0.0,1.0,5.0
delib,1.0,0.0,0.0,1.0
deliber,5.0,0.0,0.0,5.0
delibr,0.0,1.0,0.0,1.0
delic,19.0,5.0,2.0,26.0
delici,10.0,3.0,1.0,14.0
delight,37.0,6.0,3.0,46.0
delin,1.0,0.0,0.0,1.0
